,hypergraph,two_nest_set,three_nest_set
524,"{'e0': [1, 2, 3, 4, 5, 6], 'e1': [2, 3, 4, 5, 6], 'e2': [1, 2, 5, 6], 'e3': [1, 3, 4, 5]}",[],[]
525,"{'e0': [1, 2, 3, 4, 5, 6], 'e1': [2, 3, 4, 5, 6], 'e2': [1, 2, 6], 'e3': [3, 4, 5]}","[[1, 2], [1, 6], [3, 4], [3, 5], [4, 5]]","[[1, 2], [1, 6], [3, 4], [3, 5], [4, 5]]"
526,"{'e0': [1, 2, 3, 4, 5, 6], 'e1': [2, 3, 4, 5, 6], 'e2': [1, 3, 4, 5, 6], 'e3': [1, 4, 5, 6]}","[[1, 2], [1, 3], [1, 4], [1, 5], [1, 6], [2, 3]]","[[1, 2], [1, 3], [1, 4], [1, 5], [1, 6], [2, 3]]"
527,"{'e0': [1, 2, 3, 4, 5, 6], 'e1': [2, 3, 4, 5, 6], 'e2': [1, 3, 4, 5, 6], 'e3': [3, 4, 6]}","[[1, 2], [1, 3], [1, 4], [1, 5], [1, 6], [2, 3], [2, 4], [2, 5], [2, 6]]","[[1, 2], [1, 3], [1, 4], [1, 5], [1, 6], [2, 3], [2, 4], [2, 5], [2, 6]]"
528,"{'e0': [1, 2, 3, 4, 5, 6], 'e1': [2, 3, 4, 5, 6], 'e2': [1, 3, 4, 5], 'e3': [2, 3, 4], 'e4': [1, 5, 6]}","[[1, 6]]","[[1, 6]]"
529,"{'e0': [1, 2, 3, 4, 5, 6], 'e1': [2, 3, 4, 5, 6], 'e2': [1, 3, 5, 6], 'e3': [1, 3, 4, 5]}","[[1, 4], [1, 6]]","[[1, 4], [1, 6]]"
530,"{'e0': [1, 2, 3, 4, 5, 6], 'e1': [2, 3, 4, 5, 6], 'e2': [1, 3, 5], 'e3': [1, 2, 5]}","[[1, 2], [1, 3], [4, 6]]","[[1, 2], [1, 3], [4, 6]]"
531,"{'e0': [1, 2, 3, 4, 5, 6], 'e1': [2, 3, 4, 5, 6], 'e2': [2, 3, 4, 5]}","[[1, 2], [1, 3], [1, 4], [1, 5], [1, 6], [2, 3], [2, 4], [2, 5], [2, 6], [3, 4], [3, 5], [3, 6], [4, 5], [4, 6], [5, 6]]","[[1, 2], [1, 3], [1, 4], [1, 5], [1, 6], [2, 3], [2, 4], [2, 5], [2, 6], [3, 4], [3, 5], [3, 6], [4, 5], [4, 6], [5, 6]]"
532,"{'e0': [1, 2, 3, 4, 5, 6], 'e1': [2, 3, 4, 5, 6], 'e2': [2, 3, 5, 6], 'e3': [4, 5]}","[[1, 2], [1, 3], [1, 4], [1, 6], [2, 3], [2, 4], [2, 6], [3, 4], [3, 6], [4, 5], [4, 6]]","[[1, 2], [1, 3], [1, 4], [1, 6], [2, 3], [2, 4], [2, 6], [3, 4], [3, 6], [4, 5], [4, 6]]"
533,"{'e0': [1, 2, 3, 4, 5, 6], 'e1': [2, 3, 4, 5, 6], 'e2': [2, 4, 5, 6], 'e3': [3, 5, 6]}","[[1, 2], [1, 3], [1, 4], [2, 3], [2, 4], [3, 4], [3, 5], [3, 6]]","[[1, 2], [1, 3], [1, 4], [2, 3], [2, 4], [3, 4], [3, 5], [3, 6]]"
534,"{'e0': [1, 2, 3, 4, 5, 6], 'e1': [2, 3, 4, 5, 6], 'e2': [2, 4, 5, 6], 'e3': [4, 5, 6]}","[[1, 2], [1, 3], [1, 4], [1, 5], [1, 6], [2, 3], [2, 4], [2, 5], [2, 6], [3, 4], [3, 5], [3, 6], [4, 5], [4, 6], [5, 6]]","[[1, 2], [1, 3], [1, 4], [1, 5], [1, 6], [2, 3], [2, 4], [2, 5], [2, 6], [3, 4], [3, 5], [3, 6], [4, 5], [4, 6], [5, 6]]"
535,"{'e0': [1, 2, 3, 4, 5, 6], 'e1': [2, 3, 4, 5, 6], 'e2': [2, 4, 6], 'e3': [1, 2]}","[[1, 2], [1, 3], [1, 4], [1, 5], [1, 6], [3, 4], [3, 5], [3, 6], [4, 5], [4, 6], [5, 6]]","[[1, 2], [1, 3], [1, 4], [1, 5], [1, 6], [3, 4], [3, 5], [3, 6], [4, 5], [4, 6], [5, 6]]"
536,"{'e0': [1, 2, 3, 4, 5, 6], 'e1': [2, 3, 4, 5, 6], 'e2': [3, 4, 5], 'e3': [1, 6]}","[[1, 2], [1, 6], [2, 3], [2, 4], [2, 5], [3, 4], [3, 5], [4, 5]]","[[1, 2], [1, 6], [2, 3], [2, 4], [2, 5], [3, 4], [3, 5], [4, 5]]"
537,"{'e0': [1, 2, 3, 4, 5, 6], 'e1': [2, 3, 4, 5, 6], 'e2': [3, 5, 6], 'e3': [2, 4]}","[[1, 2], [1, 3], [1, 4], [1, 5], [1, 6], [2, 4], [3, 5], [3, 6], [5, 6]]","[[1, 2], [1, 3], [1, 4], [1, 5], [1, 6], [2, 4], [3, 5], [3, 6], [5, 6]]"
538,"{'e0': [1, 2, 3, 4, 5, 6], 'e1': [2, 3, 4, 5], 'e2': [1, 2, 3, 6], 'e3': [2, 3, 6]}","[[1, 6], [4, 5]]","[[1, 6], [4, 5]]"
539,"{'e0': [1, 2, 3, 4, 5, 6], 'e1': [2, 3, 4, 5], 'e2': [1, 3, 4, 6], 'e3': [2, 4, 5]}","[[1, 6], [2, 5]]","[[1, 6], [2, 5]]"
540,"{'e0': [1, 2, 3, 4, 5, 6], 'e1': [2, 3, 4, 5], 'e2': [1, 4, 5], 'e3': [3, 6]}","[[1, 2], [1, 4], [1, 5], [2, 6], [3, 6]]","[[1, 2], [1, 4], [1, 5], [2, 6], [3, 6]]"
541,"{'e0': [1, 2, 3, 4, 5, 6], 'e1': [2, 3, 4, 5], 'e2': [3, 4, 5], 'e3': [2, 5, 6]}","[[1, 3], [1, 4], [1, 6], [2, 6], [3, 4]]","[[1, 3], [1, 4], [1, 6], [2, 6], [3, 4]]"
542,"{'e0': [1, 2, 3, 4, 5, 6], 'e1': [2, 3, 4, 5], 'e2': [3, 4, 6]}","[[1, 2], [1, 5], [1, 6], [2, 5], [2, 6], [3, 6], [4, 6], [5, 6]]","[[1, 2], [1, 5], [1, 6], [2, 5], [2, 6], [3, 6], [4, 6], [5, 6]]"
543,"{'e0': [1, 2, 3, 4, 5, 6], 'e1': [2, 3, 4, 6], 'e2': [1, 2, 4, 6], 'e3': [1, 3, 5]}",[],[]
544,"{'e0': [1, 2, 3, 4, 5, 6], 'e1': [2, 3, 4, 6], 'e2': [1, 2, 5], 'e3': [2, 5]}","[[1, 5], [3, 4], [3, 6], [4, 6]]","[[1, 5], [3, 4], [3, 6], [4, 6]]"
545,"{'e0': [1, 2, 3, 4, 5, 6], 'e1': [2, 3, 4, 6], 'e2': [1, 2, 5]}","[[1, 5], [3, 4], [3, 6], [4, 6]]","[[1, 5], [3, 4], [3, 6], [4, 6]]"
546,"{'e0': [1, 2, 3, 4, 5, 6], 'e1': [2, 3, 4, 6], 'e2': [1, 3, 5, 6], 'e3': [2, 4]}","[[1, 5], [2, 4]]","[[1, 5], [2, 4]]"
547,"{'e0': [1, 2, 3, 4, 5, 6], 'e1': [2, 3, 4, 6], 'e2': [1, 5]}","[[1, 5], [2, 3], [2, 4], [2, 6], [3, 4], [3, 6], [4, 6]]","[[1, 5], [2, 3], [2, 4], [2, 6], [3, 4], [3, 6], [4, 6]]"
548,"{'e0': [1, 2, 3, 4, 5, 6], 'e1': [2, 3, 4, 6], 'e2': [2, 3, 4, 5], 'e3': [2, 6]}","[[1, 5], [1, 6], [2, 6], [3, 5], [3, 6], [4, 5], [4, 6], [5, 6]]","[[1, 5], [1, 6], [2, 6], [3, 5], [3, 6], [4, 5], [4, 6], [5, 6]]"
549,"{'e0': [1, 2, 3, 4, 5, 6], 'e1': [2, 3, 4, 6], 'e2': [2, 3, 6], 'e3': [1, 5], 'e4': [1, 4]}","[[1, 5], [2, 3], [2, 6], [3, 6]]","[[1, 5], [2, 3], [2, 6], [3, 6]]"
550,"{'e0': [1, 2, 3, 4, 5, 6], 'e1': [2, 3, 4, 6], 'e2': [2, 3, 6]}","[[1, 2], [1, 3], [1, 4], [1, 5], [1, 6], [2, 3], [2, 4], [2, 5], [2, 6], [3, 4], [3, 5], [3, 6], [4, 5], [4, 6], [5, 6]]","[[1, 2], [1, 3], [1, 4], [1, 5], [1, 6], [2, 3], [2, 4], [2, 5], [2, 6], [3, 4], [3, 5], [3, 6], [4, 5], [4, 6], [5, 6]]"
551,"{'e0': [1, 2, 3, 4, 5, 6], 'e1': [2, 3, 4], 'e2': [1, 6]}","[[1, 5], [1, 6], [2, 3], [2, 4], [2, 5], [3, 4], [3, 5], [4, 5], [5, 6]]","[[1, 5], [1, 6], [2, 3], [2, 4], [2, 5], [3, 4], [3, 5], [4, 5], [5, 6]]"
552,"{'e0': [1, 2, 3, 4, 5, 6], 'e1': [2, 3, 5, 6], 'e2': [1, 4], 'e3': [3, 4]}","[[1, 4], [2, 5], [2, 6], [5, 6]]","[[1, 4], [2, 5], [2, 6], [5, 6]]"
553,"{'e0': [1, 2, 3, 4, 5, 6], 'e1': [2, 3, 5, 6], 'e2': [2, 3, 4], 'e3': [1, 2, 3]}","[[1, 4], [1, 5], [1, 6], [4, 5], [4, 6], [5, 6]]","[[1, 4], [1, 5], [1, 6], [4, 5], [4, 6], [5, 6]]"
554,"{'e0': [1, 2, 3, 4, 5, 6], 'e1': [2, 3, 5, 6], 'e2': [2, 5, 6], 'e3': [1, 3, 4]}","[[1, 4], [2, 5], [2, 6], [5, 6]]","[[1, 4], [2, 5], [2, 6], [5, 6]]"
555,"{'e0': [1, 2, 3, 4, 5, 6], 'e1': [2, 3, 5], 'e2': [1, 3, 4], 'e3': [2, 6]}","[[1, 4], [2, 6], [5, 6]]","[[1, 4], [2, 6], [5, 6]]"
556,"{'e0': [1, 2, 3, 4, 5, 6], 'e1': [2, 3, 5], 'e2': [1, 4, 6], 'e3': [4, 6]}","[[1, 4], [1, 6], [2, 3], [2, 5], [3, 5], [4, 6]]","[[1, 4], [1, 6], [2, 3], [2, 5], [3, 5], [4, 6]]"
557,"{'e0': [1, 2, 3, 4, 5, 6], 'e1': [2, 3, 5], 'e2': [1, 5, 6]}","[[1, 4], [1, 6], [2, 3], [2, 4], [3, 4], [4, 6]]","[[1, 4], [1, 6], [2, 3], [2, 4], [3, 4], [4, 6]]"
558,"{'e0': [1, 2, 3, 4, 5, 6], 'e1': [2, 3, 5], 'e2': [4, 5, 6], 'e3': [1, 3, 4]}",[],[]
559,"{'e0': [1, 2, 3, 4, 5, 6], 'e1': [2, 4, 5, 6], 'e2': [1, 4, 6], 'e3': [1, 2]}","[[1, 2], [3, 5]]","[[1, 2], [3, 5]]"
560,"{'e0': [1, 2, 3, 4, 5, 6], 'e1': [2, 4, 5, 6], 'e2': [2, 3, 4, 6], 'e3': [3, 4, 5, 6]}","[[2, 3], [2, 5], [3, 5]]","[[2, 3], [2, 5], [3, 5]]"
561,"{'e0': [1, 2, 3, 4, 5, 6], 'e1': [2, 4, 5, 6], 'e2': [2, 3, 5], 'e3': [1, 3]}","[[1, 3], [4, 6]]","[[1, 3], [4, 6]]"
562,"{'e0': [1, 2, 3, 4, 5, 6], 'e1': [2, 4, 5, 6], 'e2': [2, 4], 'e3': [5, 6]}","[[1, 2], [1, 3], [1, 4], [1, 5], [1, 6], [2, 3], [2, 4], [3, 4], [3, 5], [3, 6], [5, 6]]","[[1, 2], [1, 3], [1, 4], [1, 5], [1, 6], [2, 3], [2, 4], [3, 4], [3, 5], [3, 6], [5, 6]]"
563,"{'e0': [1, 2, 3, 4, 5, 6], 'e1': [2, 4, 5, 6], 'e2': [2, 5, 6], 'e3': [1, 2]}","[[1, 2], [1, 3], [1, 4], [1, 5], [1, 6], [3, 4], [3, 5], [3, 6], [4, 5], [4, 6], [5, 6]]","[[1, 2], [1, 3], [1, 4], [1, 5], [1, 6], [3, 4], [3, 5], [3, 6], [4, 5], [4, 6], [5, 6]]"
564,"{'e0': [1, 2, 3, 4, 5, 6], 'e1': [2, 4, 5, 6], 'e2': [2, 5, 6], 'e3': [1, 4]}","[[1, 3], [1, 4], [2, 3], [2, 5], [2, 6], [3, 5], [3, 6], [5, 6]]","[[1, 3], [1, 4], [2, 3], [2, 5], [2, 6], [3, 5], [3, 6], [5, 6]]"
565,"{'e0': [1, 2, 3, 4, 5, 6], 'e1': [2, 4, 5], 'e2': [1, 3, 6], 'e3': [3, 5]}","[[1, 6], [2, 4]]","[[1, 6], [2, 4]]"
566,"{'e0': [1, 2, 3, 4, 5, 6], 'e1': [2, 4, 5], 'e2': [3, 5], 'e3': [1, 5]}","[[1, 2], [1, 3], [1, 4], [1, 6], [2, 3], [2, 4], [2, 6], [3, 4], [3, 6], [4, 6]]","[[1, 2], [1, 3], [1, 4], [1, 6], [2, 3], [2, 4], [2, 6], [3, 4], [3, 6], [4, 6]]"
567,"{'e0': [1, 2, 3, 4, 5, 6], 'e1': [2, 4, 6], 'e2': [1, 5, 6], 'e3': [4, 5]}","[[1, 3], [2, 3]]","[[1, 3], [2, 3]]"
568,"{'e0': [1, 2, 3, 4, 5, 6], 'e1': [2, 4], 'e2': [3, 6]}","[[1, 2], [1, 3], [1, 4], [1, 5], [1, 6], [2, 4], [2, 5], [3, 5], [3, 6], [4, 5], [5, 6]]","[[1, 2], [1, 3], [1, 4], [1, 5], [1, 6], [2, 4], [2, 5], [3, 5], [3, 6], [4, 5], [5, 6]]"
569,"{'e0': [1, 2, 3, 4, 5, 6], 'e1': [2, 5, 6], 'e2': [1, 3, 6], 'e3': [4, 6]}","[[1, 3], [1, 4], [2, 4], [2, 5], [3, 4], [4, 5]]","[[1, 3], [1, 4], [2, 4], [2, 5], [3, 4], [4, 5]]"
570,"{'e0': [1, 2, 3, 4, 5, 6], 'e1': [3, 4, 5, 6], 'e2': [1, 2, 6], 'e3': [4, 6]}","[[1, 2], [3, 4], [3, 5], [4, 5]]","[[1, 2], [3, 4], [3, 5], [4, 5]]"
571,"{'e0': [1, 2, 3, 4, 5, 6], 'e1': [3, 4, 5, 6], 'e2': [1, 4, 5], 'e3': [4, 6]}","[[1, 2], [1, 3], [1, 5], [1, 6], [2, 3], [2, 6], [3, 6]]","[[1, 2], [1, 3], [1, 5], [1, 6], [2, 3], [2, 6], [3, 6]]"
572,"{'e0': [1, 2, 3, 4, 5, 6], 'e1': [3, 4, 5, 6], 'e2': [3, 5, 6], 'e3': [1, 2]}","[[1, 2], [3, 4], [3, 5], [3, 6], [4, 5], [4, 6], [5, 6]]","[[1, 2], [3, 4], [3, 5], [3, 6], [4, 5], [4, 6], [5, 6]]"
573,"{'e0': [1, 2, 3, 4, 5, 6], 'e1': [3, 4, 5, 6], 'e2': [4, 5, 6], 'e3': [1, 2, 6]}","[[1, 2], [3, 4], [3, 5], [4, 5]]","[[1, 2], [3, 4], [3, 5], [4, 5]]"
574,"{'e0': [1, 2, 3, 4, 5, 6], 'e1': [3, 4, 5], 'e2': [1, 2, 6]}","[[1, 2], [1, 6], [2, 6], [3, 4], [3, 5], [4, 5]]","[[1, 2], [1, 6], [2, 6], [3, 4], [3, 5], [4, 5]]"
575,"{'e0': [1, 2, 3, 4, 5, 6], 'e1': [3, 4, 5], 'e2': [1, 5, 6], 'e3': [1, 6]}","[[1, 2], [1, 6], [2, 3], [2, 4], [2, 6], [3, 4]]","[[1, 2], [1, 6], [2, 3], [2, 4], [2, 6], [3, 4]]"
576,"{'e0': [1, 2, 3, 4, 5, 6], 'e1': [3, 4, 5], 'e2': [2, 6], 'e3': [1, 6]}","[[1, 2], [1, 6], [2, 6], [3, 4], [3, 5], [4, 5]]","[[1, 2], [1, 6], [2, 6], [3, 4], [3, 5], [4, 5]]"
577,"{'e0': [1, 2, 3, 4, 5, 6], 'e1': [3, 4, 6], 'e2': [1, 3, 4], 'e3': [2, 5]}","[[1, 3], [1, 4], [1, 6], [2, 5], [3, 6], [4, 6]]","[[1, 3], [1, 4], [1, 6], [2, 5], [3, 6], [4, 6]]"
578,"{'e0': [1, 2, 3, 4, 5, 6], 'e1': [3, 4, 6], 'e2': [1, 4, 6], 'e3': [1, 3]}","[[1, 3], [2, 5]]","[[1, 3], [2, 5]]"
579,"{'e0': [1, 2, 3, 4, 5, 6], 'e1': [3, 4, 6], 'e2': [2, 3, 6], 'e3': [1, 3, 5]}","[[1, 5], [2, 4], [2, 6], [4, 6]]","[[1, 5], [2, 4], [2, 6], [4, 6]]"
580,"{'e0': [1, 2, 3, 4, 5, 6], 'e1': [3, 4, 6], 'e2': [3, 6], 'e3': [3, 4]}","[[1, 2], [1, 4], [1, 5], [1, 6], [2, 4], [2, 5], [2, 6], [3, 4], [3, 6], [4, 5], [4, 6], [5, 6]]","[[1, 2], [1, 4], [1, 5], [1, 6], [2, 4], [2, 5], [2, 6], [3, 4], [3, 6], [4, 5], [4, 6], [5, 6]]"
581,"{'e0': [1, 2, 3, 4, 5, 6], 'e1': [3, 4], 'e2': [3, 6]}","[[1, 2], [1, 4], [1, 5], [1, 6], [2, 4], [2, 5], [2, 6], [3, 4], [3, 6], [4, 5], [4, 6], [5, 6]]","[[1, 2], [1, 4], [1, 5], [1, 6], [2, 4], [2, 5], [2, 6], [3, 4], [3, 6], [4, 5], [4, 6], [5, 6]]"
582,"{'e0': [1, 2, 3, 4, 5, 6], 'e1': [3, 4]}","[[1, 2], [1, 3], [1, 4], [1, 5], [1, 6], [2, 3], [2, 4], [2, 5], [2, 6], [3, 4], [3, 5], [3, 6], [4, 5], [4, 6], [5, 6]]","[[1, 2], [1, 3], [1, 4], [1, 5], [1, 6], [2, 3], [2, 4], [2, 5], [2, 6], [3, 4], [3, 5], [3, 6], [4, 5], [4, 6], [5, 6]]"
583,"{'e0': [1, 2, 3, 4, 5, 6], 'e1': [3, 6], 'e2': [4, 6], 'e3': [3, 4]}","[[1, 2], [1, 5], [2, 5], [3, 4], [3, 6], [4, 6]]","[[1, 2], [1, 5], [2, 5], [3, 4], [3, 6], [4, 6]]"
584,"{'e0': [1, 2, 3, 4, 5, 6], 'e1': [4, 6], 'e2': [4, 5], 'e3': [3, 4]}","[[1, 2], [1, 3], [1, 5], [1, 6], [2, 3], [2, 5], [2, 6], [3, 5], [3, 6], [5, 6]]","[[1, 2], [1, 3], [1, 5], [1, 6], [2, 3], [2, 5], [2, 6], [3, 5], [3, 6], [5, 6]]"
585,"{'e0': [1, 2, 3, 4, 5, 6], 'e1': [5, 6], 'e2': [1, 6], 'e3': [4, 5]}","[[1, 2], [1, 3], [1, 6], [2, 3], [2, 4], [3, 4], [4, 5]]","[[1, 2], [1, 3], [1, 6], [2, 3], [2, 4], [3, 4], [4, 5]]"
586,"{'e0': [1, 2, 3, 4, 5], 'e1': [1, 2, 3, 4], 'e2': [1, 3, 4], 'e3': [3, 4, 5]}","[[1, 2], [1, 5], [2, 5], [3, 5], [4, 5]]","[[1, 2], [1, 5], [2, 5], [3, 5], [4, 5]]"
587,"{'e0': [1, 2, 3, 4, 5], 'e1': [1, 2, 3, 4], 'e2': [1, 4, 5], 'e3': [1, 4]}","[[1, 5], [2, 3], [2, 5], [3, 5], [4, 5]]","[[1, 5], [2, 3], [2, 5], [3, 5], [4, 5]]"
588,"{'e0': [1, 2, 3, 4, 5], 'e1': [1, 2, 3, 4], 'e2': [3, 4], 'e3': [1, 4]}","[[1, 2], [1, 3], [1, 4], [1, 5], [2, 3], [2, 5], [3, 4], [3, 5]]","[[1, 2], [1, 3], [1, 4], [1, 5], [2, 3], [2, 5], [3, 4], [3, 5]]"
589,"{'e0': [1, 2, 3, 4, 5], 'e1': [1, 2, 3, 4], 'e2': [4, 5, 6], 'e3': [1, 5], 'e4': [2, 3]}","[[2, 3]]","[[2, 3]]"
590,"{'e0': [1, 2, 3, 4, 5], 'e1': [1, 2, 3, 5], 'e2': [1, 2, 3, 4], 'e3': [1, 5]}","[[1, 5], [2, 4], [2, 5], [3, 4], [3, 5], [4, 5]]","[[1, 5], [2, 4], [2, 5], [3, 4], [3, 5], [4, 5]]"
591,"{'e0': [1, 2, 3, 4, 5], 'e1': [1, 2, 3, 5], 'e2': [1, 2, 4, 5], 'e3': [2, 3, 5]}","[[1, 3], [1, 4], [2, 3], [3, 4], [3, 5]]","[[1, 3], [1, 4], [2, 3], [3, 4], [3, 5]]"
592,"{'e0': [1, 2, 3, 4, 5], 'e1': [1, 2, 3, 5], 'e2': [1, 2, 4], 'e3': [3, 4]}","[[3, 4]]","[[3, 4]]"
593,"{'e0': [1, 2, 3, 4, 5], 'e1': [1, 2, 3, 5], 'e2': [1, 3, 4], 'e3': [3, 4]}","[[1, 4], [2, 4], [2, 5], [3, 4], [4, 5]]","[[1, 4], [2, 4], [2, 5], [3, 4], [4, 5]]"
594,"{'e0': [1, 2, 3, 4, 5], 'e1': [1, 2, 3, 5], 'e2': [1, 3], 'e3': [1, 4]}","[[1, 4], [2, 3], [2, 4], [2, 5], [3, 4], [3, 5], [4, 5]]","[[1, 4], [2, 3], [2, 4], [2, 5], [3, 4], [3, 5], [4, 5]]"
595,"{'e0': [1, 2, 3, 4, 5], 'e1': [1, 2, 3, 5], 'e2': [1, 5], 'e3': [3, 4]}","[[1, 2], [1, 5], [2, 4], [2, 5], [3, 4]]","[[1, 2], [1, 5], [2, 4], [2, 5], [3, 4]]"
596,"{'e0': [1, 2, 3, 4, 5], 'e1': [1, 2, 3, 5], 'e2': [2, 3, 4, 5], 'e3': [2, 3, 5]}","[[1, 2], [1, 3], [1, 4], [1, 5], [2, 4], [3, 4], [4, 5]]","[[1, 2], [1, 3], [1, 4], [1, 5], [2, 4], [3, 4], [4, 5]]"
597,"{'e0': [1, 2, 3, 4, 5], 'e1': [1, 2, 3, 5], 'e2': [2, 3, 4, 5]}","[[1, 2], [1, 3], [1, 4], [1, 5], [2, 4], [3, 4], [4, 5]]","[[1, 2], [1, 3], [1, 4], [1, 5], [2, 4], [3, 4], [4, 5]]"
598,"{'e0': [1, 2, 3, 4, 5], 'e1': [1, 2, 3, 5], 'e2': [2, 3, 5]}","[[1, 2], [1, 3], [1, 4], [1, 5], [2, 3], [2, 4], [2, 5], [3, 4], [3, 5], [4, 5]]","[[1, 2], [1, 3], [1, 4], [1, 5], [2, 3], [2, 4], [2, 5], [3, 4], [3, 5], [4, 5]]"
599,"{'e0': [1, 2, 3, 4, 5], 'e1': [1, 2, 3, 5], 'e2': [2, 4, 5], 'e3': [1, 2]}","[[1, 3], [1, 4], [3, 4], [4, 5]]","[[1, 3], [1, 4], [3, 4], [4, 5]]"
600,"{'e0': [1, 2, 3, 4, 5], 'e1': [1, 2, 3, 5], 'e2': [3, 4], 'e3': [2, 4]}","[[1, 5], [2, 4], [3, 4]]","[[1, 5], [2, 4], [3, 4]]"
601,"{'e0': [1, 2, 3, 4, 5], 'e1': [1, 2, 3], 'e2': [1, 2], 'e3': [2, 3]}","[[1, 2], [1, 3], [1, 4], [1, 5], [2, 3], [3, 4], [3, 5], [4, 5]]","[[1, 2], [1, 3], [1, 4], [1, 5], [2, 3], [3, 4], [3, 5], [4, 5]]"
602,"{'e0': [1, 2, 3, 4, 5], 'e1': [1, 2, 3], 'e2': [1, 4, 5], 'e3': [2, 3, 5]}",[],[]
603,"{'e0': [1, 2, 3, 4, 5], 'e1': [1, 2, 3], 'e2': [2, 5], 'e3': [2, 4]}","[[1, 3], [1, 4], [1, 5], [3, 4], [3, 5], [4, 5]]","[[1, 3], [1, 4], [1, 5], [3, 4], [3, 5], [4, 5]]"
604,"{'e0': [1, 2, 3, 4, 5], 'e1': [1, 2, 4, 5], 'e2': [1, 2]}","[[1, 2], [1, 3], [1, 4], [1, 5], [2, 3], [2, 4], [2, 5], [3, 4], [3, 5], [4, 5]]","[[1, 2], [1, 3], [1, 4], [1, 5], [2, 3], [2, 4], [2, 5], [3, 4], [3, 5], [4, 5]]"
605,"{'e0': [1, 2, 3, 4, 5], 'e1': [1, 2, 4, 5], 'e2': [1, 3, 5], 'e3': [3, 4, 5]}","[[1, 3], [3, 4]]","[[1, 3], [3, 4]]"
606,"{'e0': [1, 2, 3, 4, 5], 'e1': [1, 2, 4, 5], 'e2': [1, 4, 5], 'e3': [1, 2, 5]}","[[1, 2], [1, 4], [2, 3], [2, 4], [2, 5], [3, 4], [4, 5]]","[[1, 2], [1, 4], [2, 3], [2, 4], [2, 5], [3, 4], [4, 5]]"
607,"{'e0': [1, 2, 3, 4, 5], 'e1': [1, 2, 4, 5], 'e2': [2, 4, 5], 'e3': [2, 3]}","[[1, 3], [1, 4], [1, 5], [2, 3], [3, 4], [3, 5], [4, 5]]","[[1, 3], [1, 4], [1, 5], [2, 3], [3, 4], [3, 5], [4, 5]]"
608,"{'e0': [1, 2, 3, 4, 5], 'e1': [1, 2, 4], 'e2': [1, 4, 5], 'e3': [1, 2, 5]}","[[2, 4], [2, 5], [4, 5]]","[[2, 4], [2, 5], [4, 5]]"
609,"{'e0': [1, 2, 3, 4, 5], 'e1': [1, 2, 4], 'e2': [3, 4, 5], 'e3': [3, 4]}","[[1, 2], [3, 5]]","[[1, 2], [3, 5]]"
610,"{'e0': [1, 2, 3, 4, 5], 'e1': [1, 2, 4], 'e2': [3, 5]}","[[1, 2], [1, 4], [2, 4], [3, 5]]","[[1, 2], [1, 4], [2, 4], [3, 5]]"
611,"{'e0': [1, 2, 3, 4, 5], 'e1': [1, 2, 5], 'e2': [2, 4], 'e3': [4, 5]}","[[1, 3], [2, 4], [4, 5]]","[[1, 3], [2, 4], [4, 5]]"
612,"{'e0': [1, 2, 3, 4, 5], 'e1': [1, 2, 5], 'e2': [3, 4, 5], 'e3': [2, 4]}",[],[]
613,"{'e0': [1, 2, 3, 4, 5], 'e1': [1, 2], 'e2': [1, 4], 'e3': [1, 5]}","[[2, 3], [2, 4], [2, 5], [3, 4], [3, 5], [4, 5]]","[[2, 3], [2, 4], [2, 5], [3, 4], [3, 5], [4, 5]]"
614,"{'e0': [1, 2, 3, 4, 5], 'e1': [1, 3, 4, 5], 'e2': [1, 2, 3, 5], 'e3': [2, 3, 4]}","[[2, 4]]","[[2, 4]]"
615,"{'e0': [1, 2, 3, 4, 5], 'e1': [1, 3, 4, 5], 'e2': [1, 3, 5], 'e3': [1, 5]}","[[1, 2], [1, 3], [1, 4], [1, 5], [2, 3], [2, 4], [2, 5], [3, 4], [3, 5], [4, 5]]","[[1, 2], [1, 3], [1, 4], [1, 5], [2, 3], [2, 4], [2, 5], [3, 4], [3, 5], [4, 5]]"
616,"{'e0': [1, 2, 3, 4, 5], 'e1': [1, 3, 4, 5], 'e2': [2, 3, 4, 5], 'e3': [1, 2, 3, 4]}","[[1, 2], [1, 5], [2, 5]]","[[1, 2], [1, 5], [2, 5]]"
617,"{'e0': [1, 2, 3, 4, 5], 'e1': [1, 3, 4, 5], 'e2': [2, 3, 4, 5], 'e3': [1, 2]}","[[1, 2]]","[[1, 2]]"
618,"{'e0': [1, 2, 3, 4, 5], 'e1': [1, 3, 4, 5], 'e2': [2, 3, 4, 5], 'e3': [3, 5]}","[[1, 2], [1, 3], [1, 4], [1, 5], [2, 3], [2, 4], [2, 5]]","[[1, 2], [1, 3], [1, 4], [1, 5], [2, 3], [2, 4], [2, 5]]"
619,"{'e0': [1, 2, 3, 4, 5], 'e1': [1, 3, 4, 5], 'e2': [2, 4]}","[[1, 2], [1, 3], [1, 5], [2, 3], [2, 4], [2, 5], [3, 5]]","[[1, 2], [1, 3], [1, 5], [2, 3], [2, 4], [2, 5], [3, 5]]"
620,"{'e0': [1, 2, 3, 4, 5], 'e1': [1, 3, 4, 5], 'e2': [3, 4, 5], 'e3': [1, 2]}","[[1, 2], [3, 4], [3, 5], [4, 5]]","[[1, 2], [3, 4], [3, 5], [4, 5]]"
